序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3286,300588,熙菱信息,12.02,-0.91,-0.11,24653.0,29716063.2,2.8,12.3,11.96,12.17,12.13,0.78,1.39,-38.31,7.65,2301481781.0,2125400801.0,0.0,-0.08,-25.02,-22.75
3287,603610,麒盛科技,11.97,-0.91,-0.11,93028.0,111821570.0,2.07,12.16,11.91,12.12,12.08,0.64,2.6,24.12,1.4,4291116334.0,4291116334.0,0.17,0.0,0.59,-5.08
3288,000926,福星股份,2.15,-0.92,-0.02,151612.0,32540642.4,2.3,2.18,2.13,2.16,2.17,0.61,0.96,-8.91,0.37,3424874264.0,3382049225.0,0.0,0.0,-8.51,-15.69
3289,600266,城建发展,4.32,-0.92,-0.04,143133.0,61898191.0,1.15,4.36,4.31,4.35,4.36,0.63,0.69,51.92,0.47,8967211950.0,8967211950.0,-0.23,-0.23,-18.49,-15.29
3290,300059,东方财富,20.5,-0.92,-0.19,1320527.0,2719571593.35,1.5,20.78,20.47,20.75,20.69,0.72,0.99,29.83,3.92,323982772338.0,274215920852.0,-0.05,0.0,-14.83,-20.42
3291,000938,紫光股份,23.76,-0.92,-0.22,217070.0,517232096.85,1.71,24.1,23.69,24.0,23.98,0.75,0.76,48.74,4.97,67955497806.0,67955497806.0,0.0,0.04,-24.98,-14.62
3292,688617,惠泰医疗,405.23,-0.92,-3.78,4489.0,183303832.0,2.89,416.78,404.95,411.78,409.01,0.7,0.46,53.7,14.57,39340521030.0,39340521030.0,-0.18,-0.26,16.27,8.84
3293,603815,交建股份,7.51,-0.92,-0.07,32849.0,24763321.0,1.32,7.6,7.5,7.58,7.58,0.44,0.53,35.18,1.98,4648121005.0,4648121005.0,0.0,0.0,12.43,33.39
3294,600460,士兰微,23.8,-0.92,-0.22,109623.0,262136143.0,1.71,24.16,23.75,24.12,24.02,0.56,0.66,66.65,3.2,39604909911.0,39604909911.0,0.0,0.17,-11.39,-8.53
3295,688318,财富趋势,128.66,-0.92,-1.2,7918.0,102217012.0,2.12,130.77,128.02,129.86,129.86,0.78,0.43,126.56,6.6,23537379477.0,23537379477.0,-0.02,0.1,-20.85,-24.76
3296,002299,圣农发展,15.04,-0.92,-0.14,45239.0,68307948.0,0.99,15.18,15.03,15.16,15.18,0.64,0.36,31.68,1.81,18700740437.0,18699709084.0,0.0,-0.07,10.91,6.82
3297,000159,国际实业,5.39,-0.92,-0.05,64062.0,34571436.8,2.02,5.47,5.36,5.42,5.44,0.92,1.33,75.2,1.28,2590897502.0,2590826759.0,0.19,0.19,-4.43,-10.17
3298,600736,苏州高新,5.37,-0.92,-0.05,77464.0,41648567.0,1.48,5.42,5.34,5.4,5.42,0.82,0.67,10.52,0.83,6182442911.0,6182442911.0,-0.19,-0.19,-11.24,-13.53
3299,688137,近岸蛋白,34.44,-0.92,-0.32,6404.0,22042235.0,3.42,35.17,33.98,34.88,34.76,0.45,1.96,-51.17,1.15,2416842119.0,1125342119.0,0.03,-0.06,0.64,3.73
3300,600759,洲际油气,2.16,-0.92,-0.02,1015660.0,220116864.0,2.29,2.2,2.15,2.18,2.18,0.6,2.45,52.64,1.03,8961860045.0,8950361285.0,0.0,0.47,-0.92,-4.85
3301,002384,东山精密,27.92,-0.92,-0.26,340704.0,965082037.31,3.44,28.87,27.9,28.17,28.18,0.72,2.46,26.12,2.48,47629110783.0,38706102506.0,0.0,0.04,-17.42,-4.15
3302,688435,英方软件,29.17,-0.92,-0.27,11010.0,32145884.0,3.13,29.88,28.96,29.3,29.44,1.04,2.39,-49.59,2.21,2435695000.0,1346134681.0,0.03,0.1,-27.85,-3.35
3303,300957,贝泰妮,45.29,-0.92,-0.42,40453.0,184291355.0,1.99,46.1,45.19,45.6,45.71,0.64,0.95,169.24,3.29,19184844000.0,19184844000.0,0.04,-0.07,4.98,6.09
3304,301387,光大同创,36.7,-0.92,-0.34,15437.0,57095320.38,3.56,37.85,36.53,37.16,37.04,0.71,3.62,55.15,2.38,3918236892.0,1566847633.0,-0.14,0.0,-1.5,7.0
3305,300812,易天股份,20.35,-0.93,-0.19,15484.0,31585732.0,1.8,20.63,20.26,20.5,20.54,0.74,1.67,35.5,3.61,2851788540.0,1886491947.0,-0.2,-0.1,-3.92,-7.67
3306,603628,清源股份,11.72,-0.93,-0.11,23468.0,27667603.0,1.52,11.88,11.7,11.81,11.83,0.84,0.86,25.08,2.46,3208936000.0,3189813648.0,-0.17,-0.26,-9.43,-6.09
3307,002208,合肥城建,6.42,-0.93,-0.06,33471.0,21539153.0,1.7,6.52,6.41,6.46,6.48,0.57,0.42,139.52,0.8,5157133959.0,5155801739.0,0.0,-0.16,-14.63,-9.7
3308,301210,金杨股份,45.65,-0.93,-0.43,30653.0,140910461.72,5.71,47.78,45.15,47.78,46.08,1.21,7.05,140.04,2.88,5232144347.0,1984127857.0,-0.37,-0.54,-9.8,107.5
3309,300442,润泽科技,43.79,-0.93,-0.41,118115.0,517968991.95,2.4,44.57,43.51,44.3,44.2,0.74,2.13,43.81,7.26,75383681410.0,24270714610.0,0.0,0.0,-32.81,-15.72
3310,603386,骏亚科技,10.71,-0.93,-0.1,30814.0,33046548.0,1.94,10.85,10.64,10.75,10.81,0.95,0.94,57.87,2.57,3494914618.0,3494914618.0,0.09,0.0,-8.46,-3.69
3311,688303,大全能源,19.09,-0.93,-0.18,35661.0,68447549.0,2.08,19.41,19.01,19.28,19.27,0.68,0.65,-18.35,1.03,40951977271.0,10551152271.0,0.05,0.1,-13.42,-20.92
3312,300278,华昌达,5.34,-0.93,-0.05,143090.0,76633150.0,2.04,5.43,5.32,5.4,5.39,0.72,1.01,510.4,4.22,7590844753.0,7567128061.0,-0.19,0.0,-26.85,-8.72
3313,300912,凯龙高科,13.84,-0.93,-0.13,18305.0,25579675.0,4.58,14.38,13.74,14.07,13.97,0.86,2.13,-67.89,3.05,1591350880.0,1187969894.0,0.0,0.07,3.28,20.35
3314,002102,能特科技,3.2,-0.93,-0.03,500950.0,160523696.0,2.17,3.24,3.17,3.22,3.23,0.76,2.15,9.75,2.49,8424257568.0,7455516589.0,-0.31,0.0,2.89,22.14
3315,688530,欧莱新材,14.88,-0.93,-0.14,11325.0,16899478.0,2.2,15.13,14.8,15.06,15.02,0.71,1.67,-483.97,2.78,2381466981.0,1008539676.0,-0.2,-0.27,-24.47,-19.65
3316,300981,中红医疗,12.8,-0.93,-0.12,35747.0,45692272.74,2.09,12.96,12.69,12.87,12.92,0.8,1.0,65.96,0.91,4992099840.0,4575130560.0,0.0,0.16,1.67,-0.47
3317,002747,埃斯顿,19.27,-0.93,-0.18,109367.0,211914806.5,2.16,19.66,19.24,19.44,19.45,0.77,1.4,330.71,9.12,16707445589.0,15076947298.0,-0.05,0.0,-29.88,4.16
3318,301232,飞沃科技,27.6,-0.93,-0.26,11349.0,31541680.2,2.58,28.2,27.48,27.97,27.86,0.8,2.54,-194.55,1.51,2074480777.0,1232816514.0,-0.11,-0.22,0.36,11.74
3319,301010,晶雪节能,16.03,-0.93,-0.15,16480.0,26581571.0,3.21,16.45,15.93,16.18,16.18,0.87,1.53,142.51,2.05,1731240000.0,1731240000.0,0.06,0.25,-9.54,-31.99
3320,600721,百花医药,7.47,-0.93,-0.07,313883.0,233631600.0,4.51,7.67,7.33,7.51,7.54,0.99,8.17,34.62,3.68,2869558182.0,2869558182.0,0.0,0.0,11.33,13.35
3321,002090,金智科技,9.63,-0.93,-0.09,178679.0,173778043.69,2.78,9.87,9.6,9.68,9.72,0.98,4.51,63.04,2.54,3857557194.0,3813648641.0,0.0,0.0,-4.37,8.45
3322,002950,奥美医疗,8.56,-0.93,-0.08,26013.0,22315510.0,1.74,8.68,8.53,8.63,8.64,0.7,0.58,15.67,1.54,5420751884.0,3869078989.0,0.12,0.23,-4.99,-1.95
3323,300196,长海股份,11.76,-0.93,-0.11,23712.0,27939405.86,1.6,11.9,11.71,11.81,11.87,0.59,0.96,14.62,1.06,4806506616.0,2896691848.0,-0.08,-0.17,2.26,7.99
3324,300600,ST瑞科,8.52,-0.93,-0.08,61028.0,52256066.02,2.56,8.68,8.46,8.6,8.6,0.86,2.48,-137.44,2.51,2506877770.0,2098278643.0,0.0,0.12,9.23,11.96
3325,002430,杭氧股份,19.23,-0.93,-0.18,47647.0,91792938.07,1.39,19.45,19.18,19.41,19.41,1.36,0.49,20.92,2.01,18921477726.0,18656759565.0,0.05,0.0,-4.61,-10.56
3326,000509,华塑控股,3.2,-0.93,-0.03,72763.0,23330786.0,2.79,3.26,3.17,3.23,3.23,0.9,0.68,1037.21,25.45,3434009766.0,3433999386.0,0.0,0.0,-5.04,-3.9
3327,300611,美力科技,22.49,-0.93,-0.21,61727.0,139511273.8,2.95,23.05,22.38,22.8,22.7,0.46,4.16,34.92,4.3,4747069553.0,3335334020.0,0.04,0.0,28.37,115.22
3328,603375,盛景微,34.21,-0.93,-0.32,8628.0,29662093.0,2.0,34.8,34.11,34.66,34.53,0.49,1.59,206.48,2.18,3443806678.0,1853826832.0,-0.06,0.03,-11.33,-8.5
3329,688570,天玛智控,18.98,-0.94,-0.18,9448.0,17982805.0,1.93,19.25,18.88,19.16,19.16,0.44,0.51,38.23,1.93,8218340000.0,3530469800.0,0.11,0.26,-9.62,0.53
3330,301268,铭利达,16.81,-0.94,-0.16,14987.0,25389704.37,2.59,17.17,16.73,16.96,16.97,0.84,0.83,-38.27,3.89,6730670242.0,3032393756.0,0.0,0.0,-3.78,1.39
3331,873693,阿为特,41.2,-0.94,-0.39,6190.0,25746381.0,2.67,42.19,41.08,41.8,41.59,0.48,1.69,155.27,8.46,2995240000.0,1508332000.0,-0.07,-0.29,-11.74,16.19
3332,002912,中新赛克,22.19,-0.94,-0.21,15329.0,34191188.16,2.28,22.68,22.17,22.4,22.4,0.63,0.94,-23.93,2.36,3788986880.0,3599706424.0,-0.05,-0.09,-22.63,-12.6
3333,601177,杭齿前进,17.83,-0.94,-0.17,162252.0,291697284.0,2.78,18.3,17.8,17.98,18.0,0.82,4.06,33.9,2.72,7274194250.0,7133069800.0,-0.06,0.0,-1.98,115.34
3334,002628,成都路桥,4.21,-0.94,-0.04,111184.0,46804726.0,2.12,4.27,4.18,4.25,4.25,0.87,1.47,192.39,1.1,3187392747.0,3174568822.0,0.0,0.0,-5.39,-7.06
3335,300562,乐心医疗,13.67,-0.94,-0.13,44096.0,60422952.0,2.46,13.92,13.58,13.81,13.8,0.7,2.74,32.39,3.01,2972762790.0,2202527884.0,-0.07,0.0,-17.15,-7.2
3336,688187,时代电气,44.03,-0.94,-0.42,25060.0,110798044.0,1.51,44.6,43.93,44.53,44.45,0.9,0.9,23.88,1.46,60292027519.0,12298539426.0,0.14,0.11,-5.86,-8.12
3337,300171,东富龙,11.61,-0.94,-0.11,28082.0,32734473.92,1.62,11.76,11.57,11.69,11.72,0.67,0.5,110.41,1.14,8891263544.0,6532451892.0,0.0,-0.09,-14.95,-12.58
3338,002644,佛慈制药,8.4,-0.94,-0.08,169412.0,141801636.59,3.3,8.49,8.21,8.31,8.48,1.49,3.32,55.33,2.37,4289518800.0,4289518800.0,0.12,0.12,8.39,8.81
3339,001311,多利科技,27.18,-0.95,-0.26,14823.0,40508476.59,2.44,27.73,27.06,27.32,27.44,1.14,2.44,17.04,1.4,6492033618.0,1647799649.0,0.26,0.3,-9.07,5.39
3340,300110,华仁药业,3.14,-0.95,-0.03,193696.0,61058129.5,2.84,3.21,3.12,3.16,3.17,0.89,1.64,57.9,2.82,3712148763.0,3708897686.0,0.0,0.0,-3.38,-10.8
3341,300395,菲利华,43.68,-0.95,-0.42,39858.0,174497798.16,1.84,44.24,43.43,44.02,44.1,0.64,0.78,54.27,5.46,22812651957.0,22409717541.0,-0.05,0.09,2.15,16.14
3342,600392,盛和资源,11.51,-0.95,-0.11,253663.0,292764926.0,1.2,11.63,11.49,11.58,11.62,0.58,1.45,29.96,2.09,20175033821.0,20175033821.0,-0.09,0.0,3.88,11.96
3343,600667,太极实业,6.27,-0.95,-0.06,99007.0,62361039.0,1.58,6.36,6.26,6.33,6.33,0.74,0.47,27.99,1.53,13205812416.0,13205812416.0,-0.16,-0.16,-12.67,-9.39
3344,300487,蓝晓科技,45.0,-0.95,-0.43,22772.0,103010796.0,2.05,45.81,44.88,45.43,45.43,0.92,0.74,29.57,5.79,22844946600.0,13798206180.0,-0.02,-0.04,-6.66,-6.0
3345,300338,*ST开元,4.18,-0.95,-0.04,40262.0,16834664.2,1.9,4.23,4.15,4.21,4.22,0.73,1.15,-23.62,198.57,1682971213.0,1460434492.0,-0.48,0.0,18.41,-13.99
3346,605376,博迁新材,32.39,-0.95,-0.31,20497.0,66503803.0,2.23,32.89,32.16,32.7,32.7,0.75,0.78,44.25,5.35,8473224000.0,8473224000.0,-0.03,0.06,-22.53,11.88
3347,002896,中大力德,75.9,-0.95,-0.73,59895.0,457394389.7,3.03,77.88,75.56,77.11,76.63,0.88,3.96,164.87,9.63,11473900532.0,11473900532.0,-0.05,0.17,-34.72,97.6
3348,002636,金安国纪,8.36,-0.95,-0.08,39006.0,32658046.0,2.13,8.5,8.32,8.43,8.44,0.75,0.54,65.12,1.82,6086080000.0,6055276886.0,0.12,0.24,-13.99,8.01
3349,000809,和展能源,3.12,-0.95,-0.03,80680.0,25147224.0,2.22,3.16,3.09,3.15,3.15,0.76,0.98,-44.05,0.95,2573348834.0,2573348834.0,0.0,0.32,12.23,1.96
3350,000715,中兴商业,7.26,-0.95,-0.07,109190.0,79744940.08,1.91,7.37,7.23,7.32,7.33,0.94,2.63,36.96,1.58,3018119504.0,3010070829.0,-0.14,-0.27,7.56,4.46
3351,000980,众泰汽车,2.08,-0.95,-0.02,1156686.0,242996678.99,4.29,2.15,2.06,2.11,2.1,1.0,2.32,-25.45,79.58,10488499297.0,10382347839.0,0.0,0.97,-18.75,-12.97
3352,301505,苏州规划,17.8,-0.95,-0.17,11316.0,20219674.54,2.84,18.19,17.68,18.06,17.97,0.75,1.5,157.82,2.09,2036319840.0,1342239242.0,0.0,-0.06,-5.97,-5.27
3353,601858,中国科传,19.77,-0.95,-0.19,139593.0,276936265.0,3.56,20.27,19.56,19.76,19.96,1.8,1.77,112.4,2.89,15628185000.0,15628185000.0,-0.1,0.0,-8.34,-2.99
3354,605186,健麾信息,19.75,-0.95,-0.19,9181.0,18144270.0,1.81,20.0,19.64,19.95,19.94,0.68,0.68,195.99,2.5,2686000000.0,2686000000.0,-0.25,-0.05,-14.17,-1.79
3355,300017,网宿科技,10.43,-0.95,-0.1,314486.0,328681721.59,2.47,10.64,10.38,10.56,10.53,0.66,1.37,33.24,2.68,25508990674.0,23863390665.0,0.1,0.19,-21.64,1.07
3356,002858,力盛体育,12.56,-0.95,-0.12,57536.0,72161652.0,2.52,12.78,12.46,12.72,12.68,0.7,3.91,79.9,3.86,2058833165.0,1846080581.0,0.08,0.08,4.23,9.79
3357,002529,*ST海源,7.2,-0.96,-0.07,249051.0,181428476.97,6.19,7.5,7.05,7.2,7.27,1.95,9.58,-20.1,6.98,1872000000.0,1872000000.0,-0.14,-0.28,-6.86,-18.83
3358,300653,正海生物,19.54,-0.96,-0.19,10926.0,21391344.0,1.32,19.75,19.49,19.69,19.73,0.51,0.61,33.02,4.22,3517200000.0,3517189742.0,0.05,0.1,-6.19,-6.24
3359,301388,欣灵电气,22.8,-0.96,-0.22,9820.0,22566160.04,2.04,23.24,22.77,23.03,23.02,0.88,3.59,156.72,2.4,2335805280.0,623730206.0,0.0,0.0,-7.8,-0.83
3360,600733,北汽蓝谷,7.2,-0.96,-0.07,542980.0,392041880.0,2.2,7.33,7.17,7.25,7.27,0.46,1.11,-10.52,8.81,40129222817.0,35172697831.0,0.0,0.0,-12.73,-10.0
3361,300819,聚杰微纤,23.72,-0.96,-0.23,35954.0,85649082.8,3.92,24.38,23.44,23.95,23.95,0.58,2.67,60.15,4.18,3539142600.0,3196560570.0,-0.21,0.13,56.67,86.77
3362,001278,一彬科技,16.51,-0.96,-0.16,11815.0,19589306.0,3.3,16.96,16.41,16.65,16.67,0.76,2.34,-71.99,1.57,2042838434.0,834324612.0,0.06,0.0,-2.13,1.6
3363,300166,东方国信,9.32,-0.96,-0.09,134441.0,125666183.33,2.34,9.5,9.28,9.42,9.41,0.76,1.48,-97.32,1.76,10613110371.0,8441846878.0,-0.11,-0.11,-27.47,-0.85
3364,603075,热威股份,19.62,-0.96,-0.19,7231.0,14297259.0,1.82,19.97,19.61,19.9,19.81,0.82,1.81,28.69,4.17,7898061176.0,784996200.0,-0.2,-0.1,1.13,9.43
3365,002465,海格通信,12.38,-0.96,-0.12,1439137.0,1805126974.24,4.32,12.85,12.31,12.4,12.5,0.72,5.81,168.49,2.46,30725104276.0,30676242409.0,-0.08,0.0,9.56,12.75
3366,300287,飞利信,5.17,-0.96,-0.05,314368.0,162760154.38,2.49,5.26,5.13,5.24,5.22,0.78,2.4,-67.39,6.46,7420365587.0,6776582055.0,-0.19,0.19,-27.49,23.1
3367,300355,蒙草生态,4.14,-0.96,-0.04,327424.0,137200135.33,2.87,4.25,4.13,4.18,4.18,1.15,2.4,-98.05,1.57,6641562215.0,5655512387.0,0.0,0.0,-25.81,-19.3
3368,301160,翔楼新材,84.48,-0.96,-0.82,16218.0,138497343.0,3.76,87.21,84.0,85.85,85.3,0.88,3.65,32.76,3.99,6847383967.0,3749025308.0,-0.06,-0.11,-9.79,51.94
3369,600316,洪都航空,35.02,-0.96,-0.34,44498.0,156438508.0,1.3,35.43,34.97,35.4,35.36,0.46,0.62,-735.49,4.71,25113350210.0,25113350210.0,-0.03,-0.09,1.18,9.03
3370,300123,亚光科技,6.22,-0.96,-0.06,195952.0,121868812.44,1.75,6.28,6.17,6.24,6.28,0.62,1.96,-58.54,4.12,6355808245.0,6222325148.0,0.16,0.32,3.84,7.24
3371,600094,大名城,3.08,-0.96,-0.03,100633.0,31085053.0,1.61,3.12,3.07,3.11,3.11,0.75,0.45,481.41,0.74,7456217831.0,6844159938.0,0.0,0.0,-17.87,-15.38
3372,002578,闽发铝业,3.11,-0.96,-0.03,93641.0,29169154.0,1.59,3.14,3.09,3.12,3.14,0.59,1.09,353.95,1.91,2919139869.0,2678215565.0,-0.32,-0.32,-2.81,4.01
3373,688345,博力威,22.78,-0.96,-0.22,5586.0,12740008.0,3.74,23.46,22.6,23.34,23.0,0.56,0.56,45.07,2.13,2278000000.0,2278000000.0,0.13,0.18,12.61,25.37
3374,603305,旭升集团,12.42,-0.96,-0.12,77026.0,96071485.0,2.07,12.64,12.38,12.55,12.54,0.69,0.81,30.95,1.75,11840149398.0,11840149398.0,-0.08,-0.08,-29.51,-5.55
3375,000733,振华科技,46.11,-0.97,-0.45,73448.0,340339338.36,1.65,46.77,46.0,46.63,46.56,0.7,1.33,109.17,1.73,25552752463.0,25534253131.0,0.0,-0.04,3.29,9.34
3376,002981,朝阳科技,23.57,-0.97,-0.23,32793.0,77856483.02,2.52,24.1,23.5,23.99,23.8,0.79,2.75,37.66,3.02,3187915921.0,2814878245.0,0.26,0.04,-2.88,1.07
3377,603063,禾望电气,29.75,-0.97,-0.29,114245.0,344531004.0,5.86,31.32,29.56,30.39,30.04,0.53,2.52,32.01,2.91,13491505703.0,13491505703.0,0.0,0.03,-1.1,49.95
3378,601166,兴业银行,22.54,-0.97,-0.22,372491.0,841688653.0,1.58,22.84,22.48,22.79,22.76,0.91,0.18,4.92,0.59,468252975958.0,468252975958.0,-0.04,0.0,7.74,17.64
3379,600080,金花股份,7.17,-0.97,-0.07,32856.0,23561942.0,2.07,7.26,7.11,7.24,7.24,0.51,0.88,550.55,1.71,2676347943.0,2676347943.0,0.28,0.28,-9.01,-8.19
3380,688680,海优新材,41.81,-0.97,-0.41,19982.0,82961674.0,4.03,42.51,40.81,41.99,42.22,0.93,2.38,-15.29,2.55,3512889788.0,3512889788.0,0.1,0.02,22.47,23.77
3381,603267,鸿远电子,45.76,-0.97,-0.45,37723.0,173474616.0,1.82,46.44,45.6,46.22,46.21,0.65,1.63,43.91,2.48,10574261618.0,10574261618.0,0.0,0.02,11.8,26.9
3382,832110,雷特科技,37.83,-0.97,-0.37,3381.0,12885516.0,3.95,38.82,37.31,38.4,38.2,0.38,2.08,34.85,4.41,1475370000.0,614321370.0,0.11,-0.13,8.12,15.69
3383,300670,大烨智能,6.12,-0.97,-0.06,86520.0,53661020.39,4.37,6.36,6.09,6.17,6.18,2.04,3.85,-27.04,3.11,1939553331.0,1375128663.0,0.0,-0.16,-3.77,5.7
3384,838924,广脉科技,27.46,-0.97,-0.27,16945.0,46976890.41,3.21,28.18,27.29,27.73,27.73,0.54,2.74,104.75,9.46,2953913390.0,1697403104.0,-0.11,-0.33,-23.34,82.34
3385,301102,兆讯传媒,10.25,-0.97,-0.1,32529.0,33435400.22,2.03,10.43,10.22,10.35,10.35,0.55,3.2,49.86,1.36,4161500000.0,1040375000.0,-0.1,0.0,-9.29,-6.22
3386,300698,万马科技,34.66,-0.97,-0.34,47470.0,168528309.0,5.31,36.37,34.51,35.29,35.0,1.09,4.0,231.76,9.53,4644440000.0,4108802384.0,0.0,0.12,-22.48,0.58
3387,603909,建发合诚,9.15,-0.97,-0.09,11328.0,10382604.0,2.49,9.3,9.07,9.28,9.24,0.68,0.43,29.51,2.24,2385159231.0,2385159231.0,0.0,0.11,1.67,-0.11
3388,300219,鸿利智汇,6.12,-0.97,-0.06,62032.0,38172471.0,2.43,6.25,6.1,6.19,6.18,0.75,0.88,175.46,1.67,4332614257.0,4324610888.0,0.0,-0.16,-17.52,-18.29
3389,301418,协昌科技,32.65,-0.97,-0.32,4902.0,16060229.0,1.7,33.14,32.58,32.91,32.97,0.79,1.67,114.78,1.49,2394333355.0,961096305.0,0.0,-0.09,-8.03,-2.1
3390,603115,海星股份,14.25,-0.97,-0.14,16530.0,23664687.0,1.74,14.45,14.2,14.4,14.39,0.66,0.69,37.55,1.65,3408600000.0,3408600000.0,-0.7,-0.56,-1.72,10.38
3391,003022,联泓新科,15.26,-0.97,-0.15,49121.0,75065252.04,1.69,15.44,15.18,15.42,15.41,0.95,0.37,71.35,2.82,20380767680.0,20380767680.0,-0.13,-0.13,-3.3,11.31
3392,600143,金发科技,10.26,-0.97,-0.1,174158.0,179507297.0,1.64,10.42,10.25,10.36,10.36,0.74,0.67,27.42,1.48,27051646271.0,26647534307.0,0.0,0.0,-17.19,18.75
3393,600801,华新水泥,12.28,-0.97,-0.12,62197.0,76806252.0,1.53,12.46,12.27,12.43,12.4,0.95,0.46,27.29,0.84,25530066570.0,16507704970.0,0.0,-0.08,2.33,1.49
3394,301136,招标股份,11.26,-0.97,-0.11,20532.0,23219437.0,2.2,11.46,11.21,11.37,11.37,0.75,0.75,-145.28,2.14,3098806273.0,3098806273.0,0.0,-0.18,-8.08,-4.9
3395,301319,唯特偶,24.56,-0.97,-0.24,20421.0,50125086.64,2.82,25.04,24.34,24.81,24.8,0.56,3.67,34.79,2.76,3028450595.0,1364760690.0,0.24,0.33,10.98,25.56
3396,688203,海正生材,10.25,-0.97,-0.1,11019.0,11338877.0,2.71,10.47,10.19,10.4,10.35,0.84,0.94,2224.87,1.41,2077450197.0,1206711047.0,0.0,0.2,0.69,5.24
3397,871245,威博液压,32.6,-0.97,-0.32,8986.0,29676280.71,3.89,33.88,32.6,32.92,32.92,0.64,3.69,70.92,4.8,1620057000.0,793973848.0,-0.06,-0.06,-27.07,-14.66
3398,688609,九联科技,10.19,-0.97,-0.1,86414.0,88257405.0,2.33,10.37,10.13,10.37,10.29,0.76,1.73,-22.55,5.84,5095000000.0,5095000000.0,0.0,0.1,-9.66,-3.87
3399,301218,华是科技,19.48,-0.97,-0.19,17756.0,34614473.0,3.0,19.89,19.3,19.68,19.67,0.72,2.53,-284.16,2.38,2221499200.0,1364940925.0,-0.26,0.1,-20.2,-10.35
3400,301005,超捷股份,30.51,-0.97,-0.3,22832.0,70018023.32,2.47,31.1,30.34,30.85,30.81,0.71,1.72,64.34,5.39,4114638064.0,4038663191.0,-0.16,-0.07,-6.44,4.31
3401,002442,龙星科技,6.12,-0.97,-0.06,64089.0,39230284.0,1.78,6.2,6.09,6.17,6.18,0.64,1.31,26.94,1.66,3080192114.0,2989453016.0,-0.16,-0.16,1.49,1.83
3402,600810,神马股份,9.13,-0.98,-0.09,176873.0,162459529.0,3.15,9.33,9.04,9.2,9.22,0.61,1.76,-129.76,1.35,9267915607.0,9178204227.0,-0.11,0.0,11.75,12.86
3403,301097,天益医疗,37.43,-0.98,-0.37,2180.0,8153743.0,2.3,37.99,37.12,37.84,37.8,0.59,1.19,113.12,1.89,2206399984.0,686741984.0,0.08,0.38,-5.67,3.68
3404,603677,奇精机械,22.22,-0.98,-0.22,77955.0,173387226.0,2.58,22.59,22.01,22.29,22.44,0.95,4.05,57.86,3.8,4279591220.0,4279591220.0,0.05,-0.04,34.91,67.95
3405,002122,汇洲智能,4.06,-0.98,-0.04,701236.0,286841602.0,3.9,4.2,4.04,4.1,4.1,0.84,3.53,93.35,3.85,8126092335.0,8073118624.0,-0.25,0.0,-16.97,19.41
3406,000837,秦川机床,12.18,-0.98,-0.12,297082.0,363868962.02,2.28,12.44,12.16,12.31,12.3,0.72,2.95,111.61,2.54,12270410155.0,12270172645.0,0.0,0.0,3.48,35.79
3407,002360,同德化工,5.04,-0.98,-0.05,70923.0,35927961.0,2.16,5.13,5.02,5.11,5.09,0.63,2.17,49.12,1.0,2024942210.0,1649445396.0,0.0,0.2,-1.75,2.44
3408,603273,天元智能,18.19,-0.98,-0.18,50540.0,91863806.0,2.07,18.4,18.02,18.37,18.37,0.44,9.02,189.86,4.44,3898360746.0,1019702296.0,0.0,0.0,-2.1,10.11
3409,688620,安凯微,12.1,-0.98,-0.12,135874.0,165856023.0,5.97,12.65,11.92,12.36,12.22,0.98,5.95,-53.65,3.34,4743200000.0,2763622092.0,0.08,0.08,-26.62,20.4
3410,688004,博汇科技,19.21,-0.98,-0.19,27709.0,53907819.0,10.1,20.77,18.81,19.54,19.4,0.81,3.46,-87.25,2.53,1538490480.0,1538490480.0,0.0,-0.26,8.04,26.88
3411,688317,之江生物,17.1,-0.98,-0.17,11891.0,20388559.0,1.74,17.36,17.06,17.3,17.27,0.83,0.62,-51.29,0.93,3285901783.0,3285901783.0,-0.06,-0.12,-1.16,5.23
3412,300835,龙磁科技,32.44,-0.98,-0.32,14064.0,45757695.0,1.83,32.9,32.3,32.72,32.76,0.57,1.72,34.0,3.54,3872424566.0,2658127599.0,-0.12,0.03,-22.74,4.92
3413,300086,康芝药业,5.06,-0.98,-0.05,124164.0,62728931.0,3.72,5.18,4.99,5.11,5.11,0.67,2.82,-59.4,2.04,2302929520.0,2229853561.0,0.0,0.0,0.0,3.27
3414,300024,机器人,16.12,-0.98,-0.16,150807.0,244325449.72,1.78,16.37,16.08,16.3,16.28,0.83,0.98,-125.52,5.76,25237793594.0,24716763018.0,0.0,0.12,-22.94,-10.19
3415,603718,海利生物,7.04,-0.98,-0.07,76068.0,53800712.0,1.55,7.14,7.03,7.11,7.11,0.68,1.17,105.85,2.93,4615861888.0,4568817088.0,0.0,0.0,-1.95,1.88
3416,600955,维远股份,13.16,-0.98,-0.13,11310.0,14948698.0,1.66,13.35,13.13,13.3,13.29,0.77,0.21,-11.13,0.86,7238000000.0,7238000000.0,0.08,0.08,-10.6,-13.82
3417,002538,司尔特,5.06,-0.98,-0.05,74214.0,37717327.05,1.37,5.13,5.06,5.12,5.11,0.45,0.87,28.51,0.81,4318992161.0,4318964078.0,-0.2,-0.2,-10.6,-9.96
